"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_dt_h2d","mean_dt_d2h","mean_cuda","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_dt_h2d","sd_dt_d2h","sd_cuda","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_dt_h2d","se_dt_d2h","se_cuda","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"856","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"HUGE_DATASET",8192,8192,8192,2,0,1799031831417,1824056481770,23853257434,0,0,808517117,362875802,23853257434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824056481770,0,0,0,2,2,2
"857","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"LARGE_DATASET",2048,2048,2048,2,0,23549410385,23549410385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23549410385,0,0,2,0,0,0
"858","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"MEDIUM_DATASET",512,512,512,2,0,108052255,108052255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108052255,0,0,2,0,0,0
"859","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"MINI_DATASET",64,64,64,2,0,10232299,10232299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10232299,0,0,2,0,0,0
"860","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"SMALL_DATASET",256,256,256,2,0,30620977,30620977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30620977,0,0,2,0,0,0
"861","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"STANDARD_DATASET",1024,1024,1024,2,0,1155002395,1155002395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155002395,0,0,2,0,0,0
"862","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"TINY_DATASET",128,128,128,2,0,14896526,14896526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14896526,0,0,2,0,0,0
"863","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"TOY_DATASET",32,32,32,2,0,16008856,16008856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16008856,0,0,2,0,0,0
"864","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"EXTRALARGE_DATASET",4096,4096,4096,2,0,213464952494,213464952494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213464952494,0,0,2,0,0,0
"865","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"HUGE_DATASET",8192,8192,8192,2,0,1667628270241,1667628270241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667628270241,0,0,2,0,0,0
"866","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"LARGE_DATASET",2048,2048,2048,2,0,21152585266,21152585266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21152585266,0,0,2,0,0,0
"867","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"MEDIUM_DATASET",512,512,512,2,0,108678060,108678060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108678060,0,0,2,0,0,0
"868","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"MINI_DATASET",64,64,64,2,0,14114347,14114347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14114347,0,0,2,0,0,0
"869","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"SMALL_DATASET",256,256,256,2,0,30785180,30785180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30785180,0,0,2,0,0,0
"870","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"STANDARD_DATASET",1024,1024,1024,2,0,1182964075,1182964075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182964075,0,0,2,0,0,0
"871","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"TINY_DATASET",128,128,128,2,0,13390559,13390559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13390559,0,0,2,0,0,0
"872","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,12,"TOY_DATASET",32,32,32,2,0,11701317,11701317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11701317,0,0,2,0,0,0
"873","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"EXTRALARGE_DATASET",4096,4096,4096,2,0,168357732467,168357732467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168357732467,0,0,2,0,0,0
"874","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"HUGE_DATASET",8192,8192,8192,2,0,1561617695383,1561617695383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561617695383,0,0,2,0,0,0
"875","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"LARGE_DATASET",2048,2048,2048,2,0,23731867751,23731867751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23731867751,0,0,2,0,0,0
"876","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"MEDIUM_DATASET",512,512,512,2,0,146766373,146766373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146766373,0,0,2,0,0,0
"877","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"MINI_DATASET",64,64,64,2,0,11603121,11603121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11603121,0,0,2,0,0,0
"878","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"SMALL_DATASET",256,256,256,2,0,30482192,30482192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30482192,0,0,2,0,0,0
"879","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"STANDARD_DATASET",1024,1024,1024,2,0,1230625640,1230625640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230625640,0,0,2,0,0,0
"880","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"TINY_DATASET",128,128,128,2,0,14789109,14789109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14789109,0,0,2,0,0,0
"881","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,14,"TOY_DATASET",32,32,32,2,0,11151022,11151022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11151022,0,0,2,0,0,0
"882","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"EXTRALARGE_DATASET",4096,4096,4096,2,0,144924650157,144924650157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144924650157,0,0,2,0,0,0
"883","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"HUGE_DATASET",8192,8192,8192,2,0,1568233375105,1568233375105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568233375105,0,0,2,0,0,0
"884","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"LARGE_DATASET",2048,2048,2048,2,0,13507069032,13507069032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13507069032,0,0,2,0,0,0
"885","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"MEDIUM_DATASET",512,512,512,2,0,543546482,543546482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543546482,0,0,2,0,0,0
"886","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"MINI_DATASET",64,64,64,2,0,16611117,16611117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16611117,0,0,2,0,0,0
"887","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"SMALL_DATASET",256,256,256,2,0,30744396,30744396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30744396,0,0,2,0,0,0
"888","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"STANDARD_DATASET",1024,1024,1024,2,0,2248272741,2248272741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248272741,0,0,2,0,0,0
"889","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"TINY_DATASET",128,128,128,2,0,15031953,15031953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15031953,0,0,2,0,0,0
"890","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,16,"TOY_DATASET",32,32,32,2,0,10857818,10857818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10857818,0,0,2,0,0,0
"891","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"EXTRALARGE_DATASET",4096,4096,4096,2,0,183817297251,183817297251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183817297251,0,0,2,0,0,0
"892","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"HUGE_DATASET",8192,8192,8192,2,0,1555171049708,1555171049708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555171049708,0,0,2,0,0,0
"893","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"LARGE_DATASET",2048,2048,2048,2,0,9364594683,9364594683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9364594683,0,0,2,0,0,0
"894","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"MEDIUM_DATASET",512,512,512,2,0,152268650,152268650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152268650,0,0,2,0,0,0
"895","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"MINI_DATASET",64,64,64,2,0,11643557,11643557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11643557,0,0,2,0,0,0
"896","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"SMALL_DATASET",256,256,256,2,0,31091307,31091307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31091307,0,0,2,0,0,0
"897","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"STANDARD_DATASET",1024,1024,1024,2,0,1311900210,1311900210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311900210,0,0,2,0,0,0
"898","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"TINY_DATASET",128,128,128,2,0,16400744,16400744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16400744,0,0,2,0,0,0
"899","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,18,"TOY_DATASET",32,32,32,2,0,11414681,11414681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11414681,0,0,2,0,0,0
"900","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"EXTRALARGE_DATASET",4096,4096,4096,2,0,141577708415,141577708415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141577708415,0,0,2,0,0,0
"901","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"LARGE_DATASET",2048,2048,2048,2,0,15697208015,15697208015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15697208015,0,0,2,0,0,0
"902","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"MEDIUM_DATASET",512,512,512,2,0,127169509,127169509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127169509,0,0,2,0,0,0
"903","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"MINI_DATASET",64,64,64,2,0,11701108,11701108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11701108,0,0,2,0,0,0
"904","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"SMALL_DATASET",256,256,256,2,0,30994850,30994850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30994850,0,0,2,0,0,0
"905","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"STANDARD_DATASET",1024,1024,1024,2,0,1295259198,1295259198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295259198,0,0,2,0,0,0
"906","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"TINY_DATASET",128,128,128,2,0,13406414,13406414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406414,0,0,2,0,0,0
"907","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,20,"TOY_DATASET",32,32,32,2,0,10750820,10750820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10750820,0,0,2,0,0,0
"908","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"EXTRALARGE_DATASET",4096,4096,4096,2,0,163756602724,163756602724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163756602724,0,0,2,0,0,0
"909","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"LARGE_DATASET",2048,2048,2048,2,0,16233237376,16233237376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16233237376,0,0,2,0,0,0
"910","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"MEDIUM_DATASET",512,512,512,2,0,178737564,178737564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178737564,0,0,2,0,0,0
"911","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"MINI_DATASET",64,64,64,2,0,15776138,15776138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15776138,0,0,2,0,0,0
"912","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"SMALL_DATASET",256,256,256,2,0,32850735,32850735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32850735,0,0,2,0,0,0
"913","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"STANDARD_DATASET",1024,1024,1024,2,0,1282477886,1282477886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282477886,0,0,2,0,0,0
"914","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"TINY_DATASET",128,128,128,2,0,16282294,16282294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16282294,0,0,2,0,0,0
"915","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,22,"TOY_DATASET",32,32,32,2,0,15492780,15492780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15492780,0,0,2,0,0,0
"916","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"EXTRALARGE_DATASET",4096,4096,4096,2,0,187558168683,187558168683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187558168683,0,0,2,0,0,0
"917","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"LARGE_DATASET",2048,2048,2048,2,0,16045989755,16045989755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16045989755,0,0,2,0,0,0
"918","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"MEDIUM_DATASET",512,512,512,2,0,178708719,178708719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178708719,0,0,2,0,0,0
"919","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"MINI_DATASET",64,64,64,2,0,14826749,14826749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14826749,0,0,2,0,0,0
"920","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"SMALL_DATASET",256,256,256,2,0,35245603,35245603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35245603,0,0,2,0,0,0
"921","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"STANDARD_DATASET",1024,1024,1024,2,0,1355052599,1355052599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355052599,0,0,2,0,0,0
"922","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"TINY_DATASET",128,128,128,2,0,21004209,21004209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21004209,0,0,2,0,0,0
"923","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,24,"TOY_DATASET",32,32,32,2,0,14578808,14578808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14578808,0,0,2,0,0,0
"924","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"EXTRALARGE_DATASET",4096,4096,4096,2,0,370972255003,374480497235,3248406490,0,0,172465698,87370044,3248406490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374480497235,0,0,0,2,2,2
"925","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"HUGE_DATASET",8192,8192,8192,2,0,1824595702802,1853198527548,26281277997,0,0,1649981824,671564925,26281277997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853198527548,0,0,0,2,2,2
"926","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"LARGE_DATASET",2048,2048,2048,2,0,70782563906,71298853986,457771886,0,0,35409317,23108877,457771886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71298853986,0,0,0,2,2,2
"927","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"MEDIUM_DATASET",512,512,512,2,0,395207095,395207095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395207095,0,0,2,0,0,0
"928","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"MINI_DATASET",64,64,64,2,0,11143765,11143765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11143765,0,0,2,0,0,0
"929","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"SMALL_DATASET",256,256,256,2,0,49704071,49704071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49704071,0,0,2,0,0,0
"930","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"STANDARD_DATASET",1024,1024,1024,2,0,8724453720,8724453720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8724453720,0,0,2,0,0,0
"931","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"TINY_DATASET",128,128,128,2,0,19656089,19656089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19656089,0,0,2,0,0,0
"932","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,1,"TOY_DATASET",32,32,32,2,0,10844547,10844547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10844547,0,0,2,0,0,0
"933","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"EXTRALARGE_DATASET",4096,4096,4096,2,0,724806904434,728327136622,3283598914,0,0,138261320,98371954,3283598914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728327136622,0,0,0,2,2,2
"934","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"HUGE_DATASET",8192,8192,8192,2,0,8583778449812,8612372870707,26378596987,0,0,1644793353,571030555,26378596987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8612372870707,0,0,0,2,2,2
"935","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"LARGE_DATASET",2048,2048,2048,2,0,79807476581,79807476581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79807476581,0,0,2,0,0,0
"936","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"MEDIUM_DATASET",512,512,512,2,0,200826097,200826097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200826097,0,0,2,0,0,0
"937","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"MINI_DATASET",64,64,64,2,0,20248221,20248221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20248221,0,0,2,0,0,0
"938","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"SMALL_DATASET",256,256,256,2,0,50546941,50546941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50546941,0,0,2,0,0,0
"939","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"STANDARD_DATASET",1024,1024,1024,2,0,4362307531,4362307531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4362307531,0,0,2,0,0,0
"940","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"TINY_DATASET",128,128,128,2,0,14584467,14584467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14584467,0,0,2,0,0,0
"941","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,2,"TOY_DATASET",32,32,32,2,0,11303003,11303003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11303003,0,0,2,0,0,0
"942","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"EXTRALARGE_DATASET",4096,4096,4096,2,0,398387514441,398387514441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398387514441,0,0,2,0,0,0
"943","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"HUGE_DATASET",8192,8192,8192,2,0,2997106553134,3026275995494,26772682954,0,0,1713884778,682874628,26772682954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3026275995494,0,0,0,2,2,2
"944","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"LARGE_DATASET",2048,2048,2048,2,0,24857513391,24857513391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24857513391,0,0,2,0,0,0
"945","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"MEDIUM_DATASET",512,512,512,2,0,204064672,204064672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204064672,0,0,2,0,0,0
"946","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"MINI_DATASET",64,64,64,2,0,10013693,10013693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013693,0,0,2,0,0,0
"947","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"SMALL_DATASET",256,256,256,2,0,48639094,48639094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48639094,0,0,2,0,0,0
"948","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"STANDARD_DATASET",1024,1024,1024,2,0,2295667499,2295667499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295667499,0,0,2,0,0,0
"949","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"TINY_DATASET",128,128,128,2,0,14656896,14656896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14656896,0,0,2,0,0,0
"950","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",256,4,"TOY_DATASET",32,32,32,2,0,10983612,10983612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10983612,0,0,2,0,0,0
