"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_cuda","mean_dt_h2d","mean_dt_d2h","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_cuda","sd_dt_h2d","sd_dt_d2h","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_cuda","se_dt_h2d","se_dt_d2h","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"121","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,6,"EXTRALARGE_DATASET",4096,4096,4096,1,991461760415,283265596801,283265596801,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283265596801,NA,NA,1,0,0,0
"122","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,8,"EXTRALARGE_DATASET",4096,4096,4096,1,1085499475418,259097365173,259097365173,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259097365173,NA,NA,1,0,0,0
"123","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,10,"EXTRALARGE_DATASET",4096,4096,4096,1,1063458163607,164878574851,164878574851,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164878574851,NA,NA,1,0,0,0
"124","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,12,"EXTRALARGE_DATASET",4096,4096,4096,1,1058023424266,226694678562,226694678562,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226694678562,NA,NA,1,0,0,0
"125","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,14,"EXTRALARGE_DATASET",4096,4096,4096,1,1038417692863,239813640494,239813640494,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239813640494,NA,NA,1,0,0,0
"126","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,16,"EXTRALARGE_DATASET",4096,4096,4096,1,1050373781717,179820930425,179820930425,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179820930425,NA,NA,1,0,0,0
"127","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,18,"EXTRALARGE_DATASET",4096,4096,4096,1,986614345819,180882578162,180882578162,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180882578162,NA,NA,1,0,0,0
"128","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,20,"EXTRALARGE_DATASET",4096,4096,4096,1,1032147288336,180842003273,180842003273,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180842003273,NA,NA,1,0,0,0
"129","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,22,"EXTRALARGE_DATASET",4096,4096,4096,1,1047911681077,179764562240,179764562240,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179764562240,NA,NA,1,0,0,0
"130","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,24,"EXTRALARGE_DATASET",4096,4096,4096,10,1273520097489.8,203409147937.6,203409147937.6,0,0,0,0,0,0,89658656896.1243,10691629613.8277,10691629613.8277,0,0,0,0,0,0,28352556774.3316,3380990147.8602,3380990147.8602,0,0,0,0,0,0,203409147937.6,3380990147.8602,10691629613.8277,10,0,0,0
