"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_cuda","mean_dt_h2d","mean_dt_d2h","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_cuda","sd_dt_h2d","sd_dt_d2h","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_cuda","se_dt_h2d","se_dt_d2h","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"97","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,8,"LARGE_DATASET",2048,2048,0,10,34599495941.5,2685127126.6,2685127126.6,0,0,0,0,0,0,383199867.7833,311549767.110479,311549767.110479,0,0,0,0,0,0,121178438.127061,98520686.8564129,98520686.8564129,0,0,0,0,0,0,2685127126.6,98520686.8564129,311549767.110479,10,0,0,0
"98","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,10,"LARGE_DATASET",2048,2048,0,10,34360054042.5,2548517554.2,2548517554.2,0,0,0,0,0,0,318324428.818748,277477344.469946,277477344.469946,0,0,0,0,0,0,100663022.993939,87746040.7620157,87746040.7620157,0,0,0,0,0,0,2548517554.2,87746040.7620157,277477344.469946,10,0,0,0
"99","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,12,"LARGE_DATASET",2048,2048,0,10,34481990394.8,2187320573.7,2187320573.7,0,0,0,0,0,0,433340054.911942,157813977.785233,157813977.785233,0,0,0,0,0,0,137034157.490417,49905161.6412551,49905161.6412551,0,0,0,0,0,0,2187320573.7,49905161.6412551,157813977.785233,10,0,0,0
"100","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,14,"LARGE_DATASET",2048,2048,0,10,34380718323.3,2297422359.4,2297422359.4,0,0,0,0,0,0,476777656.730459,192556171.290037,192556171.290037,0,0,0,0,0,0,150770333.274616,60891607.8798039,60891607.8798039,0,0,0,0,0,0,2297422359.4,60891607.8798039,192556171.290037,10,0,0,0
"101","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,16,"LARGE_DATASET",2048,2048,0,10,34465568901.5,2189650910,2189650910,0,0,0,0,0,0,514505150.465005,165856150.316766,165856150.316766,0,0,0,0,0,0,162700814.335706,52448319.8948238,52448319.8948238,0,0,0,0,0,0,2189650910,52448319.8948238,165856150.316766,10,0,0,0
"102","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,18,"LARGE_DATASET",2048,2048,0,10,34279175333.4,2130284780.6,2130284780.6,0,0,0,0,0,0,409594860.000918,124656181.889274,124656181.889274,0,0,0,0,0,0,129525267.55007,39419745.9190338,39419745.9190338,0,0,0,0,0,0,2130284780.6,39419745.9190338,124656181.889274,10,0,0,0
"103","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,20,"LARGE_DATASET",2048,2048,0,10,34311263715.9,2060258990.2,2060258990.2,0,0,0,0,0,0,435611017.904302,215437783.574439,215437783.574439,0,0,0,0,0,0,137752299.044198,68127409.0153639,68127409.0153639,0,0,0,0,0,0,2060258990.2,68127409.0153639,215437783.574439,10,0,0,0
"104","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,22,"LARGE_DATASET",2048,2048,0,10,34284394956,1984408926.5,1984408926.5,0,0,0,0,0,0,332700282.138143,140146802.721708,140146802.721708,0,0,0,0,0,0,105209066.973716,44318310.3390881,44318310.3390881,0,0,0,0,0,0,1984408926.5,44318310.3390881,140146802.721708,10,0,0,0
"105","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,24,"LARGE_DATASET",2048,2048,0,10,34210108039.2,1835219287.2,1835219287.2,0,0,0,0,0,0,97386777.6674569,203732478.12346,203732478.12346,0,0,0,0,0,0,30796403.1413584,64425866.4220561,64425866.4220561,0,0,0,0,0,0,1835219287.2,64425866.4220561,203732478.12346,10,0,0,0
"106","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,1,"LARGE_DATASET",2048,2048,0,10,35290652444.6,12856138604.3,16331377247.8,457846.1,3408040179.7,0,3408498025.8,47828185.2,18912432.5,1863252297.5142,993483868.390689,1029302242.21961,4252.60196951362,3452019.86637364,0,3456272.46834315,28749443.6002349,10460313.2103359,589212111.568655,314167184.274954,325493948.613229,1344.7908205781,1091624.53058908,0,1092969.32140966,9091372.32392936,3307841.47834095,16331377247.8,325493948.613229,1029302242.21961,0,10,10,10
